material_id,y_true,gnn_pred,hybrid_pred,abs_diff_gnn_vs_hybrid,gnn_error,hybrid_error,which_is_better
mp-1018082,2.239992380142212,2.1810958862304686,2.213406885583238,0.032310999352769265,0.05889649391174334,0.026585494558974077,hybrid_better
mp-1018083,1.5862946510314941,1.580992007255554,1.6747348829982993,0.0937428757427452,0.00530264377594003,0.08844023196680517,gnn_better
mp-1018089,1.6161707639694214,1.6248600244522096,1.6539519600445096,0.029091935592300056,0.008689260482788175,0.03778119607508823,gnn_better
mp-1018133,1.9151675701141357,2.004120135307312,1.8830502669460452,0.12106986836126676,0.08895256519317618,0.03211730316809058,hybrid_better
mp-1018138,0.9620850682258606,0.9815482020378112,1.0721397621334645,0.09059156009565328,0.01946313381195064,0.11005469390760392,gnn_better
mp-1018148,2.0702927112579346,2.072273015975952,2.0655996315366076,0.00667338443934451,0.001980304718017578,0.0046930797213269315,gnn_better
mp-1018179,2.1059086322784424,2.1746004104614256,2.124294281911538,0.050306128549887585,0.06869177818298322,0.018385649633095635,hybrid_better
mp-1018629,2.1858367919921875,2.1510744094848633,2.189845736452594,0.03877132696773078,0.03476238250732422,0.0040089444604065605,hybrid_better
mp-1018647,1.9993089437484741,2.1583844661712646,2.075157992412621,0.08322647375864367,0.15907552242279044,0.07584904866414677,hybrid_better
mp-1018718,2.4342830181121826,2.465312433242798,2.401304564210827,0.06400786903197098,0.031029415130615412,0.032978453901355564,gnn_better
mp-1018814,1.7662789821624756,1.7446054458618163,1.7584556162087612,0.013850170346944912,0.02167353630065927,0.007823365953714356,hybrid_better
mp-10189,1.5478854179382324,1.599057149887085,1.590690220652291,0.008366929234793874,0.051171731948852495,0.04280480271405862,hybrid_better
mp-1018902,1.9385998249053955,1.8613640785217285,1.961787745854042,0.10042366733231356,0.07723574638366704,0.023187920948646523,hybrid_better
mp-1018949,1.1931246519088745,1.2373993158340455,1.130946278234735,0.10645303759931046,0.04427466392517099,0.062178373674139475,gnn_better
mp-1019054,2.542536735534668,2.4711045742034914,2.493008207270177,0.021903633066685746,0.07143216133117658,0.049528528264490834,hybrid_better
mp-1019055,2.5843911170959473,2.5564341068267824,2.5086725981379274,0.04776150868885498,0.02795701026916486,0.07571851895801984,gnn_better
mp-1019358,1.9905431270599365,1.9104876279830934,2.000882158196348,0.0903945302132545,0.08005549907684317,0.010339031136411325,hybrid_better
mp-1019541,1.958061933517456,1.8781523942947387,1.8624011356849253,0.015751258609813412,0.07990953922271737,0.09566079783253079,gnn_better
mp-1019564,1.6169164180755615,1.6932469129562377,1.6793139510384194,0.013932961917818343,0.07633049488067623,0.06239753296285788,hybrid_better
mp-10196,2.4321272373199463,2.4515448093414305,2.4017440986034124,0.04980071073801806,0.019417572021484197,0.030383138716533864,gnn_better
mp-10197,2.295626401901245,2.338059902191162,2.306213049773884,0.031846852417277915,0.04243350028991699,0.010586647872639077,hybrid_better
mp-1019743,2.3146424293518066,2.268724536895752,2.2757662395240343,0.007041702628282298,0.0459178924560546,0.0388761898277723,hybrid_better
mp-1020622,2.153430700302124,2.1740181922912596,2.1797256045042492,0.005707412212989649,0.020587491989135565,0.026294904202125213,gnn_better
mp-1021323,2.147005081176758,2.144435739517212,2.139866364134204,0.004569375383007834,0.0025693416595458096,0.007138717042553644,gnn_better
mp-1021499,1.8799670934677124,1.8520288705825805,1.8689542009201294,0.01692533033754895,0.027938222885131925,0.011012892547582975,hybrid_better
mp-1022723,2.163069009780884,2.1809521675109864,2.151850718493372,0.029101449017614467,0.017883157730102628,0.011218291287511839,hybrid_better
mp-1022725,1.663766860961914,1.6234548807144165,1.6333462753114698,0.009891394597053349,0.0403119802474976,0.030420585650444254,hybrid_better
mp-1022728,2.051032781600952,1.8657722473144531,1.8957302620972487,0.029958014782795583,0.18526053428649902,0.15530251950370344,hybrid_better
mp-1023129,1.5854156017303467,1.435695481300354,1.4952359834485995,0.05954050214824558,0.14972012042999272,0.09017961828174714,hybrid_better
mp-1023161,1.6206356287002563,1.6426035642623902,1.6694802199808643,0.026876655718474085,0.021967935562133833,0.04884459128060792,gnn_better
mp-1023319,1.5413296222686768,1.5375314474105835,1.5603858258748837,0.022854378464300273,0.003798174858093306,0.019056203606206967,gnn_better
mp-1023366,1.5294431447982788,1.5272158622741698,1.5615141954321938,0.034298333158024,0.0022272825241089755,0.03207105063391502,gnn_better
mp-1023934,0.966704785823822,1.2922467231750487,1.4277963239065645,0.13554960073151578,0.3255419373512267,0.4610915380827425,gnn_better
mp-1024071,2.31182599067688,2.336691379547119,2.3247858135925843,0.011905565954534847,0.024865388870239258,0.012959822915704411,hybrid_better
mp-10244,2.1703555583953857,2.1368954181671143,2.120476068293533,0.01641934987358118,0.033460140228271484,0.049879490101852664,gnn_better
mp-10247,2.352790117263794,2.2988605976104735,2.378315130130154,0.07945453251968049,0.05392951965332049,0.025525012866359997,hybrid_better
mp-1025010,2.1667792797088623,2.156375789642334,2.100650146969484,0.05572564267284985,0.010403490066528409,0.06612913273937826,gnn_better
mp-1025071,2.3667049407958984,2.442622995376587,2.322842850694051,0.11978014468253617,0.07591805458068857,0.043862090101847606,hybrid_better
mp-1025077,1.8830307722091675,1.8666886329650878,1.8396045943463428,0.027084038618744977,0.01634213924407968,0.043426177862824655,gnn_better
mp-1025116,2.03839373588562,2.0308646678924562,2.029260979984209,0.0016036879082470534,0.007529067993163885,0.009132755901410938,gnn_better
mp-1025126,1.8590362071990967,1.8104631185531617,1.852362650289298,0.041899531736136364,0.048573088645935014,0.00667355690979865,hybrid_better
mp-1025150,1.4857498407363892,1.3209102153778076,1.3406701979017934,0.01975998252398581,0.16483962535858154,0.14507964283459573,hybrid_better
mp-1025172,1.9853590726852417,1.9752057790756226,1.9935961060369691,0.01839032696134657,0.01015329360961914,0.00823703335172743,hybrid_better
mp-1025190,2.0033011436462402,1.8430601119995118,1.9029216845740813,0.05986157257456948,0.16024103164672843,0.10037945907215895,hybrid_better
mp-1025208,1.5642635822296143,1.6083244562149048,1.5606429537477793,0.04768150246712555,0.04406087398529057,0.0036206284818349754,hybrid_better
mp-1025212,2.276932716369629,2.2747674942016602,2.2916946787832373,0.01692718458157705,0.002165222167968661,0.014761962413608387,gnn_better
mp-1025219,1.6631447076797485,1.690890908241272,1.6918302741050717,0.0009393658637997238,0.027746200561523438,0.02868556642532316,gnn_better
mp-1025223,2.0657365322113037,2.0572941303253174,2.0349416392512256,0.022352491074091763,0.008442401885986328,0.03079489296007809,gnn_better
mp-1025237,1.984405755996704,2.0552291870117188,2.0095826711586087,0.04564651585311008,0.07082343101501465,0.025176915161904567,hybrid_better
mp-1025242,1.968604326248169,1.9561544418334962,1.9556523529084724,0.0005020889250237914,0.012449884414672763,0.012951973339696554,gnn_better
mp-1025246,2.2236855030059814,2.2611353397369385,2.2403903812358044,0.020744958501134114,0.03744983673095703,0.016704878229822917,hybrid_better
mp-1025280,1.9536824226379395,1.9578318834304809,1.8840680457554462,0.0737638376750347,0.004149460792541415,0.06961437688249328,gnn_better
mp-1025288,1.9642407894134521,1.9271845817565918,1.9541077482478513,0.026923166491259476,0.03705620765686035,0.010133041165600876,hybrid_better
mp-1025293,2.1607415676116943,2.1402103900909424,2.1422719015258656,0.002061511434923169,0.020531177520751953,0.018469666085828784,hybrid_better
mp-1025296,2.1887850761413574,2.1563744068145754,2.1735016458840395,0.017127239069464117,0.03241066932678205,0.015283430257317931,hybrid_better
mp-1025321,1.28046452999115,1.2714118480682373,1.2190594057571578,0.052352442311079495,0.009052681922912642,0.06140512423399214,gnn_better
mp-1025322,1.8830307722091675,1.8911652326583863,1.8610069235586042,0.03015830909978212,0.008134460449218839,0.022023848650563282,gnn_better
mp-1025335,1.9922529458999634,1.9894172191619872,2.0027308642586137,0.01331364509662647,0.002835726737976163,0.010477918358650307,gnn_better
mp-1025356,2.2882492542266846,2.3066384315490724,2.2794866513484067,0.027151780200665776,0.018389177322387873,0.008762602878277903,hybrid_better
mp-1025360,1.777521014213562,1.5981322050094604,1.5723916314951674,0.02574057351429304,0.1793888092041016,0.20512938271839465,gnn_better
mp-1025372,2.192918539047241,2.1955446720123293,2.213860250635268,0.018315578622938755,0.0026261329650880683,0.020941711588026823,gnn_better
mp-1025478,2.005913734436035,2.1220029830932616,2.048279455351862,0.07372352774139967,0.11608924865722647,0.0423657209158268,hybrid_better
mp-1025497,2.2424123287200928,2.2934765815734863,2.3375795235658647,0.04410294199237841,0.051064252853393555,0.09516719484577196,gnn_better
mp-1025799,1.1431397199630737,1.3195023775100707,1.3484812714175614,0.028978893907490644,0.17636265754699698,0.20534155145448763,gnn_better
mp-1027,2.3327796459198,2.37316780090332,2.327992959780823,0.045174841122497256,0.04038815498352033,0.0047866861389769255,hybrid_better
mp-1029258,2.088486909866333,2.0408903121948243,2.0440966890170453,0.0032063768222210243,0.0475965976715087,0.044390220849287676,hybrid_better
mp-1029313,1.9765517711639404,1.7711986780166626,1.7570944428061845,0.0141042352104781,0.2053530931472778,0.2194573283577559,gnn_better
mp-1029338,2.1686065196990967,2.1995831966400146,2.2226261616408642,0.02304296500084968,0.03097667694091788,0.05401964194176756,gnn_better
mp-1029368,2.109497547149658,2.0865268230438234,2.0441521701735903,0.04237465287023312,0.022970724105834783,0.0653453769760679,gnn_better
mp-1029424,2.1282215118408203,2.159277057647705,2.1756322866454694,0.016355228997764204,0.031055545806884854,0.04741077480464906,gnn_better
mp-1029562,1.932021975517273,1.9262905597686768,1.8801202221542184,0.046170337614458434,0.005731415748596147,0.05190175336305458,gnn_better
mp-1029633,1.9796075820922852,1.9088375329971314,1.8776441995115067,0.031193333485624697,0.07077004909515372,0.10196338258077842,gnn_better
mp-1029699,1.2506638765335083,1.2263086080551147,1.2970481222820318,0.07073951422691716,0.024355268478393644,0.04638424574852351,gnn_better
mp-1029779,2.172830581665039,2.2052662849426268,2.182136661812708,0.02312962312991873,0.03243570327758771,0.009306080147668983,hybrid_better
mp-1029868,1.9103468656539917,1.9901695013046266,1.9939738824402629,0.0038043811356363033,0.07982263565063485,0.08362701678627116,gnn_better
mp-103,2.034576416015625,1.9783482551574707,2.0690856153761397,0.09073736021866896,0.0562281608581543,0.034509199360514664,hybrid_better
mp-10300,2.29528546333313,2.2974003314971925,2.249436735008961,0.04796359648823145,0.002114868164062589,0.045848728324168864,gnn_better
mp-1031,1.7250372171401978,1.7179162979125977,1.753372331889032,0.035456033976434265,0.007120919227600053,0.02833511474883421,gnn_better
mp-10314,1.7770133018493652,1.8667068004608154,1.7841298158939174,0.08257698456689799,0.08969349861145015,0.007116514044552158,hybrid_better
mp-1038,1.9613356590270996,1.9194884300231934,1.9244595685826744,0.004971138559481059,0.04184722900390625,0.03687609044442519,hybrid_better
mp-1041194,1.9115890264511108,1.9316177845001221,1.922226329792703,0.0093914547074192,0.020028758049011275,0.010637303341592075,hybrid_better
mp-1041411,1.9322048425674438,1.8984687089920045,1.9123494069398803,0.01388069794787583,0.033736133575439364,0.019855435627563534,hybrid_better
mp-1042098,0.8422346711158752,0.8381550908088684,0.948668226993979,0.1105131361851106,0.004079580307006836,0.10643355587810377,gnn_better
mp-10422,1.6806527376174927,1.452020287513733,1.5533444912062904,0.10132420369255746,0.22863245010375977,0.1273082464112023,hybrid_better
mp-10437,1.8291622400283813,1.7008807182312011,1.639716262006259,0.06116445622494204,0.12828152179718022,0.18944597802212226,gnn_better
mp-10440,2.310006856918335,2.2636873722076416,2.226361711804356,0.03732566040328544,0.04631948471069336,0.0836451451139788,gnn_better
mp-10446,1.8540691137313843,1.8544589042663575,1.8395146293461422,0.014944274920215328,0.00038979053497323335,0.014554484385242095,gnn_better
mp-10457,2.2286107540130615,2.213914918899536,2.1869279608396948,0.026986958059841193,0.014695835113525568,0.04168279317336676,gnn_better
mp-1052,1.8513256311416626,1.941326665878296,1.883499610212932,0.05782705566536395,0.09000103473663335,0.0321739790712694,hybrid_better
mp-10550,1.9722260236740112,1.9354226112365722,1.9564694860193874,0.021046874782815195,0.03680341243743901,0.015756537654623815,hybrid_better
mp-10616,1.532537817955017,1.5585278272628784,1.5446738700951148,0.013853957167763609,0.025990009307861328,0.01213605214009772,hybrid_better
mp-10627,1.7142627239227295,1.722758150100708,1.6274773786841443,0.09528077141656377,0.008495426177978604,0.08678534523858517,gnn_better
mp-1064554,2.0492103099823,1.9899850606918335,2.0776810937800585,0.08769603308822504,0.05922524929046635,0.028470783797758692,hybrid_better
mp-1064719,1.8280408382415771,1.821027970314026,1.820797932906648,0.00023003740737803646,0.007012867927551181,0.007242905334929217,gnn_better
mp-10651,1.7467820644378662,1.9741636276245118,1.8287522039072335,0.14541142371727833,0.2273815631866456,0.08197013946936726,hybrid_better
mp-10669,1.5200116634368896,1.5545232057571412,1.5360138607865277,0.018509344970613517,0.034511542320251554,0.016002197349638037,hybrid_better
mp-10677,1.8424968719482422,1.8473658561706543,1.8816829397785093,0.034317083607855015,0.004868984222412109,0.039186067830267124,gnn_better
mp-1069604,2.016690731048584,2.0124650478363035,1.933437594726173,0.07902745311013049,0.004225683212280451,0.08325313632241094,gnn_better
mp-10708,2.264688014984131,2.2530035972595215,2.2603903327642327,0.00738673550471125,0.011684417724609375,0.004297682219898125,hybrid_better
mp-10711,2.2441089153289795,2.24485239982605,2.2434658026881897,0.0013865971378601571,0.0007434844970704013,0.0006431126407897558,hybrid_better
mp-10721,2.0838751792907715,2.2843533039093016,2.273856830011695,0.010496473897606773,0.2004781246185301,0.18998165072092332,hybrid_better
mp-10732,2.383449077606201,2.278498649597168,2.289467475989691,0.010968826392522946,0.1049504280090332,0.09398160161651026,hybrid_better
mp-10738,2.089827537536621,2.0564642906188966,2.0401627571484093,0.01630153347048724,0.03336324691772452,0.04966478038821176,gnn_better
mp-10740,1.976680040359497,1.709598684310913,1.8641342745938652,0.15453559028295216,0.2670813560485841,0.11254576576563191,hybrid_better
mp-10746,1.9832743406295776,1.9484486341476441,1.9758675816155553,0.02741894746791118,0.034825706481933505,0.007406759014022324,hybrid_better
mp-1077929,2.09441876411438,2.1136662483215334,2.1296958654695834,0.016029617148050068,0.019247484207153498,0.035277101355203566,gnn_better
mp-10782,1.533390760421753,1.5744966506958007,1.4873145976037594,0.0871820530920413,0.04110589027404776,0.04607616281799354,gnn_better
mp-1078600,1.6287668943405151,1.7848981380462647,1.720080223054388,0.06481791499187683,0.1561312437057496,0.09131332871387277,hybrid_better
mp-10849,1.9813427925109863,2.0226091623306273,2.0317931982649724,0.009184035934345136,0.041266369819640936,0.05045040575398607,gnn_better
mp-10850,1.8997493982315063,1.9287869453430175,1.902100708105089,0.026686237237928623,0.029037547111511186,0.0023513098735825633,hybrid_better
mp-10853,2.223482847213745,2.2053564548492433,2.187746733344354,0.017609721504889375,0.018126392364501864,0.03573611386939124,gnn_better
mp-10854,2.249826669692993,2.2571942806243896,2.238547655158409,0.018646625465980726,0.007367610931396484,0.011279014534584242,gnn_better
mp-1087,1.685455083847046,1.7363298654556274,1.634157650886113,0.10217221456951431,0.0508747816085815,0.05129743296093281,gnn_better
mp-10872,2.1524627208709717,2.076993227005005,2.094027404865926,0.017034177860921318,0.0754694938659668,0.05843531600504548,hybrid_better
mp-10883,2.299513816833496,2.2782545566558836,2.2720543607529127,0.00620019590297094,0.021259260177612482,0.027459456080583422,gnn_better
mp-10884,2.2734782695770264,2.2702462673187256,2.284458130766126,0.01421186344740022,0.0032320022583007812,0.010979861189099438,gnn_better
mp-10886,1.9907959699630737,2.028615951538086,1.9932354710900335,0.03538048044805242,0.03781998157501221,0.0024395011269597866,hybrid_better
mp-10924,2.3090081214904785,2.2518546104431154,2.228372241520831,0.02348236892228428,0.057153511047363104,0.08063587996964738,gnn_better
mp-1093,1.9362925291061401,1.8649002075195313,1.9521739856857425,0.08727377816621118,0.0713923215866088,0.015881456579602382,hybrid_better
mp-10930,2.0238735675811768,2.0758766174316405,2.000875328951515,0.07500128848012544,0.05200304985046378,0.02299823862966166,hybrid_better
mp-10952,1.8100980520248413,1.8680783748626708,1.8096007166580477,0.05847765820462314,0.0579803228378295,0.0004973353667936387,hybrid_better
mp-10965,1.8304026126861572,1.775585126876831,1.8056217069051477,0.030036580028316662,0.054817485809326216,0.024780905781009555,hybrid_better
mp-10985,1.624869704246521,1.5703535556793213,1.5735057978045386,0.0031522421252172528,0.05451614856719966,0.05136390644198241,hybrid_better
mp-1101156,2.3465583324432373,2.3380939960479736,2.312737302501738,0.025356693546235487,0.008464336395263672,0.03382102994149916,gnn_better
mp-1102585,2.442272663116455,2.3789469242095946,2.4148822393951788,0.03593531518558413,0.06332573890686044,0.027390423721276314,hybrid_better
mp-11029,2.0192575454711914,1.9956088542938233,2.001075709659271,0.005466855365447776,0.02364869117736812,0.018181835811920344,hybrid_better
mp-11073,2.0909242630004883,2.1270235538482667,2.11826688080719,0.008756673041076635,0.03609929084777841,0.027342617806701774,hybrid_better
mp-1113,2.5179240703582764,2.509705114364624,2.535645552349062,0.025940437984438347,0.008218955993652521,0.017721481990785826,gnn_better
mp-1114,2.2287211418151855,2.2464554786682127,2.142380236763153,0.1040752419050599,0.017734336853027166,0.08634090505203273,gnn_better
mp-11157,1.7573657035827637,1.7400349617004394,1.7381942487345365,0.0018407129659028243,0.017330741882324308,0.019171454848227132,gnn_better
mp-1118,2.2819418907165527,2.279128408432007,2.2929943714450376,0.013865963013030669,0.0028134822845458096,0.01105248072848486,gnn_better
mp-11190,2.2421810626983643,2.2449971199035645,2.243383227195015,0.0016138927085496135,0.002816057205200284,0.0012021644966506706,hybrid_better
mp-11192,2.2664175033569336,2.243534803390503,2.2593317209985093,0.01579691760800639,0.022882699966430664,0.007085782358424275,hybrid_better
mp-11209,1.9138191938400269,1.7900532245635987,1.8799835744525097,0.08993034988891102,0.12376596927642813,0.03383561938751711,hybrid_better
mp-1121,2.240119695663452,2.200612735748291,2.247604159145623,0.046991423397331644,0.039506959915160955,0.007484463482170689,hybrid_better
mp-11230,1.7390657663345337,1.741341805458069,1.76690481040919,0.02556300495112107,0.002276039123535245,0.027839044074656316,gnn_better
mp-11233,2.0370798110961914,2.028494453430176,2.031056956296413,0.0025625028662372706,0.008585357666015536,0.0060228547997782655,hybrid_better
mp-11235,1.6748428344726562,1.6540279388427734,1.6583754903451549,0.004347551502381419,0.020814895629882812,0.016467344127501393,hybrid_better
mp-11243,1.9306994676589966,1.9460549354553223,1.8940739471120183,0.051980988343304,0.015355467796325684,0.03662552054697832,gnn_better
mp-11277,2.03593373298645,2.0321613550186157,2.065110279887308,0.0329489248686925,0.0037723779678344727,0.029176546900858025,gnn_better
mp-11278,2.269207000732422,2.2834914684295655,2.3132274398455634,0.02973597141599793,0.014284467697143644,0.044020439113141574,gnn_better
mp-11300,1.8628764152526855,1.8303436279296874,1.8670888888002708,0.036745260870583385,0.032532787322998136,0.004212473547585249,hybrid_better
mp-11328,2.2746312618255615,2.2325014591217043,2.219701986033674,0.012799473088030311,0.042129802703857244,0.054929275791887555,gnn_better
